mention,tag,pt code,fold id
стал дегралировать,ADR,10002820,5
перестал махать пока,ADR,10041349,5
"не реагирует на ""на, дай",ADR,10004207,5
просто стал ползать мычать,ADR,10061422,5
стал агрессивным и пугливым,ADR,10016275,5
приступ остеохондроза,Indication,10031233,1
зажало шейные мышцы,Indication,10044074,1
боль,Indication,10033371,1
Шею повернуть нельзя было,Indication,10033371,1
болеть желудок,ADR,10000087,1
как пьяная сонная муха,ADR,10041349,1
по стеночке в туалет шла,ADR,10003549,1
защемлениях,Indication,10029174,1
болях,Indication,10033371,3
легкую тошноту,ADR,10028813,3
легкую тахикардию,ADR,10043071,3
боль,Indication,10033371,3
жар,Indication,10016334,3
потливость,Indication,10020642,3
боли,Indication,10033371,3
жара,Indication,10016334,3
потливости,Indication,10020642,3
в голове плохие мысли,Indication,10058672,4
не могла нормально уснуть,Indication,10022035,4
сонливость,ADR,10041349,4
как будто всю ночь гуляла и пила,ADR,10019133,4
сухость во рту,ADR,10013781,4
уснуть не могла,Indication,10022437,4
тревожных расстройствах,Indication,10057666,4
раздражительности,Indication,10022998,4
гиперактивности,Indication,10037211,4
неврозах,Indication,10029333,4
психозах,Indication,10061920,4
для коррекции поведения детей и у пожилых людей,Indication,10004207,4
болях,Indication,10033371,4
температура за 39,Indication,10037660,4
температура,Indication,10005911,4
аллергическая сыпь по телу и на лице,ADR,10012434,4
боль,Indication,10033371,4
боль,Indication,10033371,4
сухость во ротовой полости,ADR,10013781,4
ощущение тошноты,ADR,10028813,4
Болела нога,Indication,10033425,3
заболел желудок,ADR,10000087,3
Растяжение связок голеностопного сустава,Indication,10024453,3
Желудок свело так что в глазах темнело,ADR,10000087,3
болит желудок,ADR,10000087,3
болит нога,Indication,10033425,3
болезненном прорезывании зубов,Indication,10043183,3
прорезывание зубов,Indication,10043183,3
капризничать,Indication,10004207,3
"температура до 38,5",Indication,10005911,3
ужасная аллергия по всему телу,ADR,10012434,3
диарея,ADR,10012735,3
трещина,Indication,10002153,2
болевые ощущения,Indication,10033371,2
зуд,Indication,10037087,2
кровь,Indication,10055798,2
проблемами ЖКТ,Indication,10000059,2
болезненные ощущения,Indication,10043224,2
немного неприятно,ADR,10068286,2
пекло,ADR,10068286,2
неприятные ощущения,ADR,10013082,2
дискомфорт,Indication,10013082,2
боль,Indication,10033371,2
узлы,Indication,10019022,2
профилактики,Indication,10036898,5
показатели работы печени выходят за рамки нормальных,Indication,10019670,5
боли в правом подреберье,ADR,10000087,5
боли,ADR,10033371,5
чувство тяжести,Indication,10013082,5
дискомфорта,Indication,10013082,5
болеть,Indication,10033371,5
трансминазы стали в 10 раз выше нормы,ADR,10054889,5
так как печеночные трансминазы подскочили в 10 раз выше нормы,ADR,10054889,4
повышения трансминаз,ADR,10054889,4
боли под правым ребром,ADR,10000087,4
паника,ADR,10033666,4
боялась всего,ADR,10016275,4
не охотно выходила на улицу,ADR,10012378,4
расстроена,ADR,10012374,4
раздражительна,ADR,10022998,4
страх,ADR,10016275,4
боли под правым ребром,ADR,10000087,4
чесаться,ADR,10037087,3
сильный зуд,ADR,10037087,3
шелушение кожи,ADR,10040844,3
зуд становился все сильнее и сильнее,ADR,10063438,3
Щипет,ADR,10003051,3
новообразование,Indication,10028980,3
бородавку,Indication,10040907,3
150/90 и выше,Indication,10005750,4
пульс 50-60,ADR,10037466,4
брадикардия,ADR,10006093,4
понижающие давление,Indication,10005750,4
Корочки на голове,Indication,10039793,5
корочки при расчесывании повреждались и кровили,Indication,10039793,5
Корочки,Indication,10028740,5
голова будет очень и очень жирной,ADR,10039792,5
раздражение на коже,ADR,10040880,5
корочек,Indication,10039793,5
Скачки артериального давления,ADR,10005746,5
тахикардия,ADR,10043071,5
термического ожога горла горячей пищей,Indication,10053615,5
поднял ЧСС с 90 до 100 ударов в минуту,ADR,10019303,5
скакать артериальное давление,ADR,10005746,5
одышка,ADR,10013968,5
головной боли,Indication,10019211,2
чувствовала себя плохо,Indication,10016322,2
головной боли,Indication,10019211,2
одышка,ADR,10013968,2
частых панических атаках,Indication,10033664,2
панические атаки по нарастающей,Indication,10033664,2
панические атаки,Indication,10033664,2
панических атак,Indication,10033664,2
изжога,ADR,10013946,2
изжога,ADR,10013946,2
тошноту,ADR,10028813,5
рвоту,ADR,10047700,5
прыщей,Indication,10000496,1
слабости,Indication,10003549,1
обморочных состояний при недостаточном питании,Indication,10061273,1
на лице прыщи,Indication,10000496,1
дергания под правым ребром,ADR,10028347,1
эмаль зубная разъедается,ADR,10044043,1
при давлении,Indication,10005750,4
повышается давление,Indication,10005750,4
при повышении давления,Indication,10005750,4
повышается давление,Indication,10005750,4
голова очень болит,Indication,10019211,4
расстройство кишечника,ADR,10017944,4
укусила оса,Indication,10003399,4
пальцы на руке распухли,Indication,10030124,4
опухоль,Indication,10024558,4
опухоль,Indication,10024558,4
боль,Indication,10033371,4
отрицательно влиять на печень,ADR,10024670,4
опухоль,Indication,10024558,4
боль,Indication,10033371,4
тонусом матки,Indication,10046792,4
расстройство желудка,ADR,10000059,4
сильный ушиб,Indication,10050584,5
гематома,Indication,10018852,5
от частого применения небольшое раздражение,ADR,10003046,5
больно,ADR,10000081,5
болеть голова,ADR,10019211,5
резать живот,ADR,10000081,5
чувствовать себя болезненно и выжитым как лимон,ADR,10003549,5
"хаотичность"" в поведении",ADR,10061422,3
в перемещении по квартире,ADR,10002855,3
аллергия,ADR,10020751,4
насморке,Indication,10039101,4
сильный насморк,Indication,10039101,4
жжение в носу и горле,ADR,10052437,4
рвоту,ADR,10047700,4
насморк,Indication,10039101,4
высыпания в области гениталий,ADR,10018175,3
опрелости,ADR,10012444,3
сыпь,ADR,10037844,3
зудом в ушах,Indication,10052138,5
покраснело вокруг ушей,ADR,10015150,5
покрылся пятнами,ADR,10037867,5
из ушей потекла полу прозрачная жидкость,ADR,10033101,5
гной,Indication,10018292,5
аллергии,ADR,10020751,5
аллергию,ADR,10020751,5
аллергия,ADR,10020751,5
ослабления иммунитета,Indication,10011968,2
побеги каждые пять минут к белому другу,ADR,10047700,2
тошнота,ADR,10028813,2
сонливость,ADR,10041349,2
для повышения гемоглобина,Indication,10018884,4
упал уровень гемоглобина,Indication,10018884,4
низкий уровень тромбоцитов,Indication,10035528,4
из-за потери крови,Indication,10055798,4
крутил живот,ADR,10016766,2
боль не значительная,ADR,10000081,2
мажущие выделения,Indication,10046910,3
выделения,Indication,10056740,3
перед месячными болела грудь,Indication,10006298,3
мажущих,Indication,10046910,3
недостатка прогестерона,Indication,10063271,3
мажущие выделения,Indication,10046910,3
боли в желудке,ADR,10000087,3
проблемы со сном,Indication,10022437,5
спал очень чутко,Indication,10062519,5
при малейшем шуме просыпался,Indication,10062519,5
тонус в ручках и ножках,Indication,10021118,5
поведение заметно стало хуже,ADR,10004207,5
возбуждающее действие,ADR,10001497,5
Капризы,ADR,10004207,5
с рук вообще не хотел слезать,ADR,10004207,5
гипертонус в конечностях,Indication,10021118,5
"произошел сбой, месячные пришли на 18 день",ADR,10027327,3
задержка цикла,ADR,10027336,3
нарушенный цикл,ADR,10027327,3
с кишечником начались сильные проблемы,ADR,10017944,5
дисбактериоза,ADR,10082129,5
запоры,ADR,10010774,5
Тревога,Indication,10033670,4
напряжение,Indication,10043268,4
чувством отрешенности,Indication,10021703,4
внутренним дискомфортом,Indication,10013082,4
беспокойством,Indication,10033670,4
тоской,Indication,10002855,4
ощущением безысходности,Indication,10002855,4
нежеланием вести активную деятельность,Indication,10011953,4
сильно отбивать аппетит,ADR,10061428,4
тревоги,Indication,10033670,4
усталости,Indication,10016256,4
расстройства живота,ADR,10017944,4
приходилось бегать в туалет по 4- 5 раз в день,ADR,10012735,4
терять вес,ADR,10047895,4
"немного снижал концентрацию, внимание и скорость реакций",ADR,10013496,4
аритмии,Indication,10003119,4
проблем с ЖКТ,ADR,10017944,4
тошнота,ADR,10028813,1
диарея,ADR,10012735,1
очень сушит,ADR,10013789,1
постоянно хочется пить,ADR,10043458,1
диарея,ADR,10012735,1
вырвало,ADR,10047700,1
кашля,Indication,10011224,1
болях в ногах,Indication,10033425,1
кровотечение с носа,ADR,10015090,1
понижен протромбиновый индекс и именно это вызвало кровотечение,ADR,10015090,1
понизил протромбин,ADR,10037050,1
температуру,Indication,10005911,1
для рассасывания спаек,Indication,10060932,2
от спаек,Indication,10060932,2
спаечный процесс,Indication,10060932,2
позадиматочном пространстве жидкость,Indication,10052096,2
жидкости,Indication,10052096,2
спайки,Indication,10060932,2
немного тянуло низ живота,ADR,10000084,2
спайки,Indication,10060932,2
клонит в сон,ADR,10041349,3
аллергические реакции,Indication,10020751,3
очень сильного зуда в области глаз,Indication,10052140,3
аллергические реакции,Indication,10020751,3
аллергические реакции,Indication,10020751,3
зуда,Indication,10037087,3
Реакции замедляются,ADR,10041349,3
вялость,ADR,10024642,3
сильно тянет в сон,ADR,10041349,3
как какой-то наркотик,ADR,10039897,3
как будто куда-то проваливаешься,ADR,10039897,3
Неприятное состояние,ADR,10025482,3
каловых масс салатового цвета,Indication,10016100,2
высыпаний на коже,Indication,10012431,2
прорезывания зубов,Indication,10043183,2
сильное высыпание-раздражение на попке и в области паха,Indication,10012431,2
отрыжка после приема пищи,Indication,10015137,5
Отрыжку,Indication,10015137,5
ноющие боли в кишечнике,ADR,10033371,5
запор,ADR,10010774,1
запор,ADR,10010774,1
против вшей и гнид,Indication,10024424,3
вшей,Indication,10024424,3
интоксикацию,ADR,10061355,3
не могла вымыть волосы,ADR,10039792,3
Волос оставался жирным,ADR,10039792,3
тахикардии,ADR,10043071,5
повышенного давления,ADR,10005750,5
заложенности носа,Indication,10028735,3
Заложенная носоглотка вызывала боли головы в теменной части,Indication,10028735,3
жжение давление в уголках глаз,Indication,10015946,3
пульсирующую боль в верхней части носа,Indication,10052437,3
холод на слизистой в носу,ADR,10052437,3
слизь в носоглотке,Indication,10028735,3
головная боль,Indication,10019211,3
привыкания слизистой,ADR,10052804,3
проблем со сном,Indication,10022437,5
рвота кровью,ADR,10018830,5
подташнивало,ADR,10028813,5
рвот с кровью,ADR,10018830,5
не могла уснуть,Indication,10062519,3
глубоко заснуть не могла,Indication,10062519,3
ощущение подавленности,Indication,10040007,3
апатии,Indication,10002942,3
частых головных болей,Indication,10019211,3
боли,Indication,10033371,3
вырвало,ADR,10047700,5
"состояние было такое, как будто обкурилась",ADR,10039897,5
участилось сердцебиение,ADR,10033557,5
в теле появилось чувство расслабленности,ADR,10016352,5
с трудом могла координировать свои движения,ADR,10010947,5
"появилось чувство паники, затем апатии",ADR,10033670,5
сильно болит,Indication,10033371,5
сухость в носу,ADR,10028740,5
недышащего носа,Indication,10028735,5
зуд в носу,ADR,10076406,5
учащенное сердцебиение,Indication,10033557,1
сухость на руках,ADR,10013786,1
заболел желудок,Indication,10000087,5
запоры,ADR,10010774,5
проблемы со стулом,ADR,10010774,5
слабости,ADR,10003549,4
тошноты,ADR,10028813,4
нервозности,ADR,10029216,4
невозможно даже воды нормально попить,ADR,10013950,4
для отказа от курения,Indication,10065386,5
постоянно хотелось пить,ADR,10043458,5
не приятное чувство во рту,ADR,10030973,5
мучила только жажда,ADR,10043458,5
проблемы с желудком,ADR,10053155,5
покалывание,ADR,10033775,5
не приятные ощущения,ADR,10000059,5
болеть ноги,Indication,10033425,4
"не от усталости, а в покое",Indication,10033371,4
судороги,Indication,10028334,4
тошноты,ADR,10028813,4
диареи,ADR,10012735,4
от тошноты,Indication,10028813,4
от диареи,Indication,10012735,4
из-за щитовидки начали сильно выпадывать волосы,Indication,10001760,5
головной боли,ADR,10019211,5
начала полнеть,ADR,10047899,5
для набора веса,Indication,10047899,5
прыщей,Indication,10000496,2
прыщи,Indication,10000496,2
раздражение,ADR,10022998,2
прыщи,Indication,10000496,2
"высыпало на лбу, щечках и под носом",Indication,10037844,2
лицо очень из сушилось,ADR,10013786,2
покрылось какими-то коростами,ADR,10037844,2
прыщи,Indication,10000496,2
раздражение,ADR,10022998,2
для отказа от курения,Indication,10065386,5
тошнота,ADR,10028813,5
головокружение,ADR,10013573,5
сонливость,ADR,10041349,5
тошноту,ADR,10028813,5
вялость,ADR,10024642,5
Глаза болели гноились слезились,Indication,10023644,4
глазки сильно гноились становились очень красными,Indication,10030041,4
дискомфорт,ADR,10013082,4
боль,ADR,10033371,4
завожусь с пол-оборота,Indication,10002368,3
тревожные мысли,Indication,10002855,3
ночью плохо сплю,Indication,10062519,3
апатия к жизни,Indication,10002942,3
ничего не радует,Indication,10002855,3
ничего не хочется,Indication,10002942,3
привыкание,ADR,10052804,3
тревожных мыслей,Indication,10002855,3
заброс содержимого из двенадцатиперстной кишки в желудок и пищевод,Indication,10060865,4
в пищеводе и желудке образовались эрозии,Indication,10017865,4
неприятные симптомы рефлюкса,Indication,10060865,4
Низ живота болел,Indication,10000081,1
приступ боли,Indication,10064556,1
боли в области желудка,ADR,10000087,1
тошнило,ADR,10028813,1
боли внизу живота,Indication,10000084,1
тошноте,ADR,10028813,1
головной боли,ADR,10019211,1
болеть поясница,ADR,10003988,1
"ощущение, что к моей спине привязали сотню кирпичей и они тянули меня вниз",ADR,10003988,1
повышалось часто,Indication,10005750,1
давление повышалось,Indication,10005750,1
сильная тошнота,ADR,10027975,1
слабость,ADR,10003549,5
повышенной температуры,Indication,10037660,5
головокружение,ADR,10013573,5
бессонница,ADR,10022437,5
два дня без сна,ADR,10022437,5
головная боль,ADR,10019211,5
"слабость такая, что до туалета почти ползком",ADR,10003549,5
тотальная бессонница,ADR,10022437,5
глаза от слабости не открыть,ADR,10003549,5
постоянно хочется прилечь,ADR,10003549,5
Удаление зубов болезненное,Indication,10062132,3
удаления тяжелых зубов,Indication,10062132,3
после установки имплантов,Indication,10064143,3
при установке имплантов,Indication,10064143,3
тяжелейшего удаления зуба мудрости,Indication,10047991,3
заболел живот,ADR,10000081,3
жидкий стул,ADR,10012735,3
нарушение глотания,ADR,10013950,2
аллергия,ADR,10020751,2
анафилактического шока,ADR,10002199,2
от запоров,Indication,10010774,1
"не хватало 0,001 бактерии",Indication,10082129,1
жуткие боли в животике,ADR,10000081,1
кричал,ADR,10039740,1
кал поменял цвет с привычного желтого на темно-зеленый,ADR,10016100,1
гемоглобин упал до 86,Indication,10018884,1
изжога,ADR,10013946,1
запор,ADR,10010774,1
калл черного цвета,ADR,10016100,1
постоянно хныкала,ADR,10011469,4
стала жаловаться на холод,ADR,10016326,4
стало болеть и чесаться само место укола,ADR,10022086,4
индивидуальная реакция,ADR,10078761,4
хромать,ADR,10017577,4
реакция,ADR,10078761,4
хочется блевануть,ADR,10028813,3
Раздражает глотку,ADR,10043521,3
нос чешется,ADR,10076406,3
ощущаешь сухость в носоглотке,ADR,10013789,2
боли поясничного отдела позвоночника,Indication,10072005,5
Зуд,ADR,10037087,5
болями в пояснице,Indication,10072005,5
мокроты,Indication,10036790,3
кашель,Indication,10011224,3
изжога,ADR,10013946,3
больным горлом,Indication,10068319,3
Боль в горле,Indication,10068319,3
насморк,Indication,10039101,3
затрудненность дыхания,Indication,10013968,3
температура,Indication,10005911,3
головная боль,Indication,10019211,3
сонливость,ADR,10041349,3
предохранения от нежелательной беременности,Indication,10030970,4
Зверский аппетит,ADR,10021654,4
бессонница,ADR,10022437,4
смена настроения,ADR,10027951,4
прыщи по телу,ADR,10000496,4
боли внизу живота,ADR,10000084,4
небольшая мазня в середине цикла(первый месяц,ADR,10022559,4
+16 кило весе,ADR,10047899,4
часто писать,ADR,10036018,1
каждые 10-15 минут,ADR,10036018,1
сильной головной боли,Indication,10019211,1
звона в ушах,Indication,10043882,1
наложилась на мою боль другая,ADR,10019211,1
давление подскочило,ADR,10005750,1
нарушение в венозном оттоке,Indication,10047184,1
плохом самочувствии,ADR,10016322,3
шум в ушах,ADR,10043882,3
сильное снижение давления,ADR,10005734,3
резкое ухудшение зрения,ADR,10047531,5
резкости не стало как в дымке,ADR,10047513,5
першения в горле,Indication,10080125,2
заложенности носа,Indication,10028735,2
состояние было ужасное,Indication,10016322,2
Из носа текло,Indication,10039101,2
чихал,Indication,10041232,2
болеть горло,Indication,10019211,2
учащенное сердцебиение (100-110 ударов в минуту,ADR,10033557,2
узел,Indication,10019022,2
заболел живот,ADR,10000081,2
болевые ощущения,Indication,10033371,2
чесать бок,ADR,10037087,5
огромное красное воспалённое пятно состоящее из достаточно крупных прыщей,ADR,10025421,5
острые состояния,Indication,10010264,3
бессоница-но хочется спать,Indication,10022437,3
неприятные сильные длительные ощущения в голове иногда боли,Indication,10019194,3
напряжение нервное,Indication,10043268,3
ощущений в голове,Indication,10019194,3
не уснуть сутки и более,Indication,10022437,3
плохо,Indication,10016322,3
сонливость,ADR,10041349,3
в желудке как то дискомфорт,ADR,10000059,3
на утро вызывает повышенный аппетит,ADR,10021654,3
сильный стресс,Indication,10001084,4
пульс упал до 45-55 ударов в мингуту,Indication,10019301,4
привыкание,ADR,10052804,4
болеть желудок,ADR,10000087,5
Метеоризм,ADR,10016766,5
Желудок стал сильно болеть во всех местах,ADR,10000087,5
воспалительных заболеваний полости рта и глотки,Indication,10042128,5
красные пятна во рту,ADR,10067621,5
красные пятна,ADR,10037867,5
аллергическая реакция,ADR,10020751,5
кишечник очень быстро привыкает без него потом работать не хочет,ADR,10013654,3
запоров,Indication,10010774,3
хронических запоров,ADR,10010774,3
рак кишечника,ADR,10054184,3
насморка,Indication,10039101,3
сильном насморке,Indication,10039101,3
сильно кровоточил нос,ADR,10015090,3
зуд,ADR,10037087,3
пагубно влияет на слизистую,ADR,10061305,3
тошнота,ADR,10028813,2
боль в правом подреберье,ADR,10000087,2
диарея,ADR,10012735,2
выведение калия из организма,ADR,10005724,1
жажда,ADR,10043458,1
хочется пить больше воды,ADR,10043458,1
для лечения и понижения Артериальной Гипертензии,Indication,10020772,1
кал стал черным,ADR,10016100,5
кал стал черного цвета,ADR,10016100,5
тошнило тоже какой-то чернотой в период токсикоза,ADR,10027975,5
жуткий токсикоз,Indication,10027975,5
проблемы с гемоглобином,Indication,10018879,5
Живот перекрутило от какой-то странной боли,ADR,10000081,3
живот снова заболел,Indication,10013935,3
не могла двигаться,ADR,10048334,3
живот как будто разрезали чем то,ADR,10064556,3
боли,ADR,10033371,3
странную несвойственную вам боль в животе,ADR,10064556,3
остром респираторном заболевании,Indication,10081381,2
головная боль,ADR,10019211,2
тошнота,ADR,10028813,2
слабость,ADR,10003549,2
приступы агрессии,Indication,10001488,4
не смогла больше передвигаться,Indication,10017577,4
начала бредить,Indication,10012239,4
грибок на ногтях ног,ADR,10030338,4
впала в спячку,ADR,10041349,4
разбудить ее было очень сложно,ADR,10012373,4
спящем состояние,ADR,10041349,4
отек легких,ADR,10037423,4
мерещиться,Indication,10019063,4
нарушениях цикла,Indication,10027327,3
Проблемы с циклом,Indication,10027327,3
Постоянные задержки,Indication,10027336,3
сбои,Indication,10027327,3
цикл был более 60 дней,Indication,10027327,3
нарушение пищеварения,ADR,10013946,1
"диких болей внизу живота, при мочеиспускании",Indication,10013990,1
воспаление,Indication,10061218,1
снижением уровня гемоглобина в крови,Indication,10018884,3
запоры,ADR,10010774,3
гемоглобин снова стал подать,Indication,10018884,3
"кожа, все мое проблемное лицо проявило себя во всей красе",ADR,10000496,5
Желудок,ADR,10000087,5
боли были адские,ADR,10000087,5
боли,ADR,10033371,5
сильно скрутила,Indication,10000087,5
"не могла даже не то что разогнуться, но и встать, вообще пошевелиться",Indication,10000087,5
спазм,Indication,10028334,5
боль,Indication,10033371,5
спазме желудка,Indication,10017999,5
зубной боли,Indication,10044055,5
онемела вся нижняя челюсть,ADR,10020937,5
"пищевод в том числе и так, что никаких прикосновений не чувствовала после",ADR,10040030,5
от спазмов любого характера,Indication,10028334,5
слабость,ADR,10003549,5
сердцебиение опустилось до 50 ударов в минуту,ADR,10033557,5
апатия,ADR,10002942,5
боли,Indication,10033371,5
Заложенность носа,Indication,10028735,3
заложенность,Indication,10028735,3
жжение,ADR,10006784,3
кожа вокруг носа кончик и под ноздрями начала трескаться и облезать,ADR,10013786,3
заложенность,Indication,10028735,3
очень сильно жжет глаза,ADR,10015958,2
жгучая боль,ADR,10033371,2
жгут,ADR,10015958,2
жгучая боль,ADR,10033371,2
аллергической реакции,Indication,10020751,5
легкую сонливость,ADR,10041349,5
для снятия тревожности,Indication,10002855,5
плаксивость,ADR,10043169,5
вялость,ADR,10024642,5
сонливость,ADR,10041349,5
для лечения простатита,Indication,10036978,1
побалевал желудок,ADR,10000087,1
"Уколы дико болючие как во время введения, так и после",ADR,10022086,2
головная боль,Indication,10019211,2
отёчность,Indication,10042674,2
панический синдром,Indication,10033666,4
фантомные боли,Indication,10082544,4
зависанием,ADR,10010305,4
галлюцинациями,ADR,10019063,4
полная тормозуха,ADR,10041349,4
в голове пустота,ADR,10016256,4
реакция на раздражители минимальная,ADR,10045555,4
"видела ""радужные"" глюки - когда переводила взгляд с одного предмета на другой",ADR,10019099,4
силуэт первого тянулся вслед за взглядом и оставлял за собой радужный разноцветный след,ADR,10019099,4
странный визуал,ADR,10019075,4
"видела каждую мельчайшую деталь, окружающую меня, вплоть до каждой ниточки на шторе",ADR,10019075,4
галлюцинациями,ADR,10019063,4
навязчивые мысли,Indication,10077275,4
фантомные боли,Indication,10082544,4
иллюзия головокружения,Indication,10047340,4
Боль в правом боку,ADR,10000087,3
очень заболело в правом боку,ADR,10000087,3
болей,ADR,10033371,3
боль в правом боку,ADR,10000087,3
Сильно дерет горло,ADR,10043521,1
Больное горло,Indication,10068319,1
высокая температура,Indication,10037660,1
температуру,Indication,10005911,1
жара,Indication,10016334,1
температура,Indication,10005911,1
темеература поднялась,Indication,10005911,1
Ужасно дерет горло,ADR,10043521,1
больным горлом,Indication,10068319,1
страшно раздерает горло,ADR,10043521,1
температура,Indication,10005911,1
воспалительных заболеваний от ЛОР до мочевыводящих путей,Indication,10072908,1
расстройство кишечника,ADR,10017944,1
сухой кожи между безымянным пальцем и мизинцем,Indication,10013786,5
с мизинцев обеих ног стали сходить ногти,Indication,10012511,5
зуд,Indication,10037087,5
шелушение в ушах,Indication,10052557,5
стресс,Indication,10042209,5
авитаминоз,Indication,10021135,5
изменения на мизинцах,Indication,10012511,5
зуд в ушах,Indication,10052137,5
Зуд,Indication,10037087,5
шелушение,Indication,10040844,5
сухость,Indication,10013786,5
в ушах возникало сильное жжение,ADR,10052137,5
неприятных ощущений,Indication,10040026,5
Температуру,Indication,10005911,5
при прорезывании зубов,Indication,10043183,5
рвать,ADR,10047700,5
высыпало на щечках,ADR,10037844,5
голова внезапно стала болеть,ADR,10019211,5
желудок себя не так повел,ADR,10056819,5
жалобами на память стала ухудшаться,Indication,10027175,5
проблемах с памятью,Indication,10027175,5
для отказа от курения,Indication,10065386,2
очень сильно болит голова,ADR,10019211,2
постоянно хочется пить,ADR,10043458,2
очень сильно стало болеть в груди невозможно было пошевелится,ADR,10008479,2
превратилась в ОВОЩ,ADR,10016759,1
"хочешь спать, но не спишь",ADR,10040984,1
кошмарных сновидениях,ADR,10029412,1
Утром невозможно встать с постели,ADR,10012373,1
невозможно сконцентрироваться на простых действиях,ADR,10013496,1
Настроение ужасное,ADR,10027940,1
раздражительность,ADR,10001497,1
тревожность,Indication,10033670,1
не хватало воздуха,ADR,10013968,1
Тревожность,Indication,10033670,1
насморк,Indication,10039101,2
заложенность носа,Indication,10028735,2
"кожа на лице, руках, груди начала чесаться и покраснела",ADR,10015150,2
покраснение,ADR,10015150,2
зуд,ADR,10037087,2
заложенность носа,Indication,10028735,2
при не хороших анализах мазков,Indication,10041206,5
поставить ВМС,Indication,10082352,5
"тянущую боль внизу живота которая увеличивалась с продолжительностью приема ""Гексикона",ADR,10000084,5
боль,ADR,10033371,5
живот болеть,ADR,10000081,5
неприятные моменты,ADR,10000059,5
болезненные ощущения внизу живота,ADR,10000084,5
иногда кровянистые выделения,ADR,10046910,5
снижение полового влечения,ADR,10024419,5
с целью профилактики ИППП после не защищенного полового акта,Indication,10040490,5
приливы,ADR,10060800,2
в жар кидает,ADR,10016334,2
сердце скачет так будто наружу выйдет,ADR,10033557,2
пот до пяток,ADR,10020642,2
утром просыпалась мокрая как после душа,ADR,10020642,2
приливов,ADR,10060800,2
болели суставы все,ADR,10003239,2
суставы болят,ADR,10003239,2
колени хрустят,ADR,10003239,2
вся в поту,ADR,10020642,2
Поправилась немножко,ADR,10047899,2
приливов,ADR,10060800,2
в пот,ADR,10020642,2
сильных головокружений,ADR,10013573,4
негативно влиять на работу желудочно-кишечного тракта,ADR,10017944,1
для профилактики,Indication,10036898,1
профилактика гастрита,Indication,10066598,1
изжога,ADR,10013946,1
головная боль,ADR,10019211,1
общий дискомфорт,ADR,10013082,1
плоская бородавка на руке,Indication,10040907,2
бородавку,Indication,10040907,2
папиллому,Indication,10033713,2
жжение,ADR,10006784,2
возвышения на коже,Indication,10039580,2
яркую заметную язвенную болячку,ADR,10040943,2
бородавка,Indication,10040907,2
сильнейшие приливы в голове,ADR,10016825,4
полуобморочное состояние,ADR,10013573,4
"онемение рук, ног",ADR,10020937,4
полуобморочного состояния,ADR,10013573,4
сонливость,ADR,10041349,4
как профилактику,Indication,10036898,1
дисбактериоза,Indication,10082129,1
понос,ADR,10012735,1
боль в животе,ADR,10000081,1
дискомфорт,ADR,10013082,1
нарушилась координация движения,ADR,10010947,5
земля уходила из под ног,ADR,10010947,5
"состояние было такое, как будто я стою на надувном матрасе, на воде в шторм",ADR,10010947,5
Сушит очень сильно,ADR,10013786,1
воспаления,Indication,10061218,1
влажные покраснения,Indication,10016825,1
опрелости,Indication,10012444,1
сушит очень сильно,ADR,10013786,1
влажных болячек,Indication,10012444,1
стресса,Indication,10042209,1
головокружение,Indication,10013573,1
покалывание в пальцах,Indication,10033775,1
апатия ко всему,ADR,10002942,1
небольшая тревога,Indication,10033670,1
перенервничала,Indication,10016338,1
временами агрессивна,ADR,10001488,1
повышенным давлением,Indication,10005750,2
Иногда правда после снижения давления чувствую себя как под алкогольным опьянением,ADR,10016330,2
шатает и немножко водит в стороны,ADR,10017577,2
беда заключается в волосах сильно выпадают не растут,Indication,10001760,5
неприятные ощущения после приема,ADR,10000059,5
дико раздражает желудок,ADR,10017944,5
до рвоты,ADR,10047700,5
дикого сердцебиения,ADR,10033557,3
страха,ADR,10016275,3
спутанности сознания,ADR,10010305,3
"Слизистая оболочка желудка зернистая с лимфоидной гиперплазией в н/з тела и антральном отделе, в н/з тела имеются единичные поверхностные эрозии",Indication,10017865,3
проблемы с сердцем,Indication,10007554,5
подниматься и давление,Indication,10005750,5
небольшое онемение языка,ADR,10057371,5
моргать глазками,Indication,10065166,4
морганию,Indication,10065166,4
покашливания,Indication,10011224,4
сонная,ADR,10041349,4
плаксивая,ADR,10011469,4
проблема тиков из-за родовой травмы шейного отдела,Indication,10043833,4
угревой сыпи,Indication,10000496,4
количество прыщей увеличилось,ADR,10000496,4
появились черные точки,ADR,10000496,4
пятна после акне,Indication,10012432,4
на груди вылезла уйма гребаных подкожников около пяти хороших таких красных прыщей,ADR,10000496,4
пятна,Indication,10037867,4
Прыщей стало еще больше,ADR,10000496,4
прыщик,Indication,10000496,4
"кожа превратилась в сухо-жирное месиво с шелушением, краснотой, черными точками, угрями, прыщами, покраснениями и ощущением постоянной надоедающей стянутости",ADR,10000496,4
прыщик,Indication,10000496,4
Горло болит,Indication,10068319,4
неприятные ощущения,ADR,10013082,4
припухлость,ADR,10075203,4
"Внутренний слой щеки, особенно где лежала таблетка, стал чем-то похож на кожу рук после горячей ванны",ADR,10075203,4
"Кожа сморщилась, изменила свой цвет на более светлый и начинала отслаиваться",ADR,10028034,4
"не чувствовал этого места, оно, как будто было под местной анестезией",ADR,10057371,4
лишь иногда давала резкие неприятные ощущения,ADR,10030973,4
